transaction_id,customer_id,order_date_raw,amount_raw,currency,payment_method,status,refund_raw
T201683,C10048,07/07/2022,152.53dhs,AED,PayPal,paid,partial
T201684,C10374,2023-06-04 00:59:00,131.42,,bank_transfer,chargeback,Y
T201685,C10013,2024-00-12,,aed,Bank Transfer,PAID,TRUE
T201686,C10134,not a date,91.68,USD,apple_pay,REFUNDED,yes
T201687,C10329,15/11/2023,,,Card,paid,FALSE
T201688,C10417,2023-05-09 17:35:00,340.32,usd,apple_pay,CHARGEBACK,0
T201689,C10398,not a date,3464.08,GBP,Apple Pay,FAILED,0
T201690,C10181,,,EUR,paypal,Paid,
T201691,C10392,,free,usd,Bank Transfer,Paid,1
T201692,C10087,07/22/2024,free,AED,Card,Paid,yes
T201693,C10108,2024-03-27 12:18:00,154.64,GBP,Bank Transfer,paid,partial
T201694,C10216,2024-05-01 18:37:00,$476.53,USD,Bank Transfer,paid,0
T201695,C10353,23-Jun-2024,29.14,د.إ,Apple Pay,chargeback,no
T201696,C10326,10/03/2022,250.41,GBP,cash,paid,FALSE
T201697,C10167,2024-07-26 14:10:00,98.66,PKR,paypal,Paid,
T201698,C10374,,,,cash,PENDING,FALSE
T201699,C10338,2022/03/23,88.55,usd,Bank Transfer,FAILED,
T201700,C10141,,$233.37,د.إ,Bank Transfer,,
T201701,C10365,2022-10-09,$325.01,,Card,,Y
T201702,C10058,,$249.18,USD,bank_transfer,pending,no
T201703,C10360,2024-01-12 05:03:00,AED 183.95,PKR,apple_pay,FAILED,-
T201704,C10304,2023/10/03,327.49 AED,usd,card,REFUNDED,partial
T201705,C10375,not a date,112.93,EUR,cash,chargeback,refund
T201706,C10133,23/09/2022,AED 33.84,US$,Apple Pay,PENDING,partial
T201707,C10409,16/01/2023,123.78,aed,Card,PENDING,
T201708,C10226,,,aed,Cash,CHARGEBACK,
T201709,C10239,06/09/2023,163.59 AED,PKR,Card,paid,refund
T201710,C10002,2023/08/13,94.56,,Apple Pay,failed,TRUE
T201711,C10284,,free,aed,Bank Transfer,pending,0
T201712,C10196,,81.22,GBP,bank_transfer,PENDING,no
T201713,C99999,28/01/2024,459.95,EUR,apple_pay,refunded,TRUE
T201714,C10123,,230.02dhs,,Card,PAID,
T201715,C10005,not a date,AED 0.34,,apple_pay,failed,yes
T201716,C10367,05/08/2022,AED 156.03,USD,card,,1
T201717,C10114,2022/06/28,,AED,cash,refunded,partial
T201718,,02-Nov-2023,274.51,,Cash,chargeback,
T201719,C10382,09/09/2024,,USD,Card,paid,FALSE
T201720,C10279,,221.22dhs,USD,card,PENDING,0
T201721,C10199,2023-05-17 05:39:00,0.00 AED,GBP,Cash,CHARGEBACK,0
T201722,C10311,2023-09-24,261.27dhs,EUR,,paid,partial
T201723,C10051,,110.61dhs,,,pending,1
T201724,C10108,2023-04-14 14:05:00,,aed,Apple Pay,PENDING,no
T201725,C10009,,free,EUR,card,pending,0
T201726,C10187,02-Nov-2022,AED 158.14,د.إ,Card,refunded,refund
T201727,C10402,2024/05/02,203.99 AED,,,Paid,1
T201728,C10373,2023-04-01 14:18:00,265.16,AED,apple_pay,failed,full
T201729,C10110,2024-00-12,$228.12,aed,cash,failed,-
T201730,C10087,01-May-2024,86.61,,Apple Pay,failed,partial
T201731,C10312,2024-00-12,,USD,Bank Transfer,pending,-
T201732,C10275,05/27/2023,,PKR,card,Paid,-
T201733,C10122,2024-00-12,free,EUR,,CHARGEBACK,1
T201734,C10409,,free,AED,card,Paid,TRUE
T201735,C10196,not a date,389.24dhs,GBP,Bank Transfer,Paid,0
T201736,C10354,04/16/2023,AED 11.61,GBP,apple_pay,CHARGEBACK,FALSE
T201737,C10317,05/29/2024,182.69,AED,PayPal,,
T201738,C10358,05/21/2024,145.66,,card,PAID,refund
T201739,C10291,09-Dec-2022,124.83 AED,PKR,Card,failed,full
T201740,C10395,,,,Card,refunded,FALSE
T201741,C10116,2024/01/02,,usd,Cash,REFUNDED,
T201742,,2023/11/06,free,PKR,cash,,TRUE
T201743,C10329,2024/01/12,AED 95.36,GBP,Apple Pay,PENDING,partial
T201744,C10189,2023/08/26,,usd,PayPal,refunded,yes
T201745,,2024-00-12,299.59,PKR,bank_transfer,refunded,N
T201746,C10064,2024-05-10 03:40:00,368.96,EUR,bank_transfer,CHARGEBACK,refund
T201747,C10003,,109.83 AED,PKR,paypal,FAILED,no
T201748,C10060,,AED 46.43,EUR,paypal,pending,
T201749,C10344,not a date,$141.42,د.إ,Cash,,Y
T201750,C10004,2024-00-12,,USD,PayPal,refunded,N
T201751,C10142,2024-00-12,296.43 AED,PKR,Bank Transfer,pending,N
T201752,C10168,,74.58,,bank_transfer,PAID,TRUE
T201753,C10004,2024-03-14,AED 181.80,AED,paypal,chargeback,refund
T201754,C10170,2024-00-12,11.67 AED,USD,cash,FAILED,0
T201755,C10218,02/24/2022,130.94,PKR,Cash,PAID,0
T201756,C10002,2022/09/10,195.85 AED,aed,,PENDING,yes
T201757,C10039,not a date,free,AED,Cash,PAID,1
T201758,C10056,2022-12-27,$89.74,PKR,Bank Transfer,REFUNDED,full
T201759,C10389,2024/09/16,$217.22,AED,PayPal,pending,-
T201760,C10205,not a date,0,usd,bank_transfer,PENDING,1
T201761,C10316,,,د.إ,,,TRUE
T201762,C10352,12/07/2024,75.03dhs,,cash,refunded,FALSE
T201763,C10210,09/03/2022,free,aed,Bank Transfer,PAID,1
T201764,C10229,,224.43dhs,AED,apple_pay,PENDING,no
T201765,C10098,2024-00-12,free,USD,PayPal,FAILED,full
T201766,C10343,2023-12-07 20:53:00,0.00,usd,bank_transfer,Paid,TRUE
T201767,C10000,,,EUR,card,,FALSE
T201768,C10224,2023-04-12 06:35:00,38.73dhs,,card,chargeback,yes
T201769,C10058,,,AED,PayPal,PENDING,no
T201770,C10179,not a date,210.07,usd,cash,chargeback,no
T201771,,,AED 190.79,usd,Card,Paid,-
T201772,C10272,,151.21dhs,USD,cash,chargeback,
T201773,C10242,not a date,,د.إ,Card,pending,TRUE
T201774,C10281,,AED 172.68,,bank_transfer,refunded,yes
T201775,C10092,25/01/2024,free,GBP,card,REFUNDED,N
T201776,C10378,2022-06-18,$261.93,د.إ,PayPal,CHARGEBACK,Y
T201777,C10272,10/03/2023,204.73,USD,Card,pending,-
T201778,C10406,2024-00-12,,aed,Bank Transfer,Paid,FALSE
T201779,C10204,,165.00 AED,EUR,Card,Paid,FALSE
T201780,C10383,2022-01-24 20:56:00,$253.93,US$,Bank Transfer,Paid,full
T201781,C99999,2022-01-18 22:08:00,AED 81.48,,PayPal,,
T201782,C10118,2022-06-30 04:13:00,free,PKR,bank_transfer,failed,0
T201783,C10346,2022-05-25 07:45:00,free,,bank_transfer,FAILED,no
T201784,C10168,,118.84,usd,paypal,pending,yes
T201785,C10373,13-Feb-2022,,GBP,bank_transfer,chargeback,partial
T201786,C10157,21/02/2022,,,,FAILED,yes
T201787,C10230,,free,,paypal,,Y
T201788,C10046,2024/09/03,0dhs,,Apple Pay,pending,
T201789,C10302,04/07/2024,,usd,,Paid,N
T201790,C10325,not a date,free,GBP,card,PENDING,
T201791,C10219,,78.12,usd,PayPal,FAILED,-
T201792,C10266,2023-12-10 07:06:00,152.51,,card,CHARGEBACK,yes
T201793,C10072,20-Jul-2023,,PKR,Card,CHARGEBACK,full
T201794,C10209,07-Oct-2023,301.82,EUR,Cash,,0
T201795,C10340,2023-12-25,,AED,paypal,failed,full
T201796,C10344,2024-04-05,,,Card,REFUNDED,
T201797,C10259,2023/10/28,,usd,Card,FAILED,yes
T201798,C10189,not a date,340.64,د.إ,PayPal,paid,FALSE
T201799,C10326,08/01/2023,free,AED,,REFUNDED,FALSE
T201800,C10038,2023-04-12,82.91,aed,PayPal,failed,-
T201801,C10375,,261.99dhs,,bank_transfer,PENDING,1
T201802,C10208,2024-00-12,353.84,AED,PayPal,FAILED,Y
T201803,C10295,2024-00-12,109.10,د.إ,paypal,failed,refund
T201804,C10359,2024-00-12,,US$,,,Y
T201805,C10385,2022/03/20,,PKR,Card,FAILED,no
T201806,C10015,2022/08/20,140.47,د.إ,Bank Transfer,refunded,partial
T201807,C10190,15/06/2024,0,USD,Card,,refund
T201808,C10049,2024-00-12,AED 100.37,usd,cash,REFUNDED,Y
T201809,C10334,2024/06/06,$129.72,,,REFUNDED,no
T201810,C10325,2022-12-15 20:23:00,free,EUR,Apple Pay,CHARGEBACK,1
T201811,C10310,2024/08/06,0.00,د.إ,paypal,failed,yes
T201812,C10108,,,usd,Bank Transfer,REFUNDED,-
T201813,C10156,05/09/2022,452.79,AED,Card,failed,1
T201814,C10072,10/03/2022,85.08,usd,Cash,PENDING,N
T201815,C10221,08-Jul-2024,0,PKR,Card,REFUNDED,N
T201816,C10001,,AED 151.53,د.إ,Card,paid,FALSE
T201817,C10008,2022/04/25,222.70,aed,Cash,chargeback,N
T201818,C10064,,,PKR,PayPal,failed,1
T201819,C10073,06/06/2023,257.18,,bank_transfer,chargeback,0
T201820,C10254,2024-02-04 19:33:00,,USD,card,,Y
T201821,C10092,2022-04-27,AED 0.00,EUR,Bank Transfer,PENDING,partial
T201822,C10143,2023/07/11,232.92,USD,Bank Transfer,refunded,0
T201823,C10175,,,usd,bank_transfer,Paid,no
T201824,C10144,,AED 134.38,aed,PayPal,FAILED,yes
T201825,C10021,,204.56,EUR,apple_pay,chargeback,
T201826,C10051,not a date,free,US$,Card,PENDING,Y
T201827,C10173,05/04/2022,AED 142.32,AED,cash,paid,full
T201828,C10008,05/01/2022,free,USD,PayPal,pending,0
T201829,C10385,2024-00-12,$212.54,د.إ,Cash,chargeback,1
T201830,C10399,not a date,AED 1.28,GBP,paypal,failed,1
T201831,C10060,2024-01-23,339.64dhs,GBP,apple_pay,chargeback,partial
T201832,C10140,not a date,63.59,PKR,,PENDING,refund
T201833,C10137,not a date,,EUR,PayPal,,
T201834,C10095,01/27/2023,83.69,,apple_pay,chargeback,1
T201835,C10349,2023/06/03,216.82,,PayPal,Paid,
T201836,C10035,2022/10/22,145.99dhs,AED,Card,Paid,0
T201837,C10299,not a date,235.20,AED,,pending,0
T201838,C10370,05/06/2023,76.36,EUR,card,Paid,1
T201839,C10189,19-Dec-2023,0.00 AED,,Apple Pay,PAID,
T201840,C10230,24-Aug-2024,"7,186.21",AED,paypal,PENDING,FALSE
T201841,C10066,03/03/2024,free,USD,paypal,REFUNDED,refund
T201842,C10096,2022/01/05,185.77,GBP,bank_transfer,FAILED,
T201843,C10212,01-Mar-2022,0dhs,GBP,PayPal,CHARGEBACK,
T201844,C10252,,126.58 AED,EUR,paypal,CHARGEBACK,N
T201845,C10351,11/13/2023,,USD,Apple Pay,FAILED,1
T201846,C10065,13-Apr-2024,180.42,PKR,Card,Paid,full
T201847,C10250,not a date,9812.28,USD,cash,,partial
T201848,C10408,04/30/2024,215.88,GBP,bank_transfer,paid,
T201849,C10034,2022-03-23 13:36:00,246.31,EUR,Apple Pay,PENDING,Y
T201850,C10168,06/07/2024,,USD,Bank Transfer,refunded,-
T201851,C10050,2023/09/25,100.11,,Cash,refunded,
T201852,C10159,2022/03/16,276.4dhs,USD,bank_transfer,Paid,partial
T201853,C10373,12/25/2023,free,GBP,paypal,FAILED,full
T201854,C10342,not a date,,GBP,bank_transfer,PENDING,refund
T201855,C10131,2024/07/07,151.53,EUR,paypal,REFUNDED,
T201856,C10051,,130.2dhs,AED,Apple Pay,chargeback,full
T201857,C10155,2023-09-11,103.19,,apple_pay,refunded,N
T201858,C10292,,319.92,usd,paypal,CHARGEBACK,N
T201859,C10049,not a date,106.70,AED,bank_transfer,Paid,partial
T201860,C10395,,AED 274.46,usd,Apple Pay,pending,N
T201861,C10378,25-May-2022,,USD,card,refunded,1
T201862,C10392,25-May-2023,121.84dhs,,paypal,REFUNDED,TRUE
T201863,C10265,14-Jun-2023,258.16,,Apple Pay,Paid,yes
T201864,C10365,19-Aug-2023,AED 82.15,,Apple Pay,Paid,0
T201865,,2024-00-12,,د.إ,bank_transfer,chargeback,
T201866,C10379,2024-03-22,38.29 AED,US$,Card,FAILED,
T201867,C10358,2023/08/28,64.43,,Cash,PENDING,partial
T201868,,10/04/2024,257.31dhs,aed,cash,REFUNDED,
T201869,,2024-00-12,AED 240.80,PKR,Card,FAILED,no
T201870,C10221,2024-00-12,,US$,bank_transfer,PENDING,1
T201871,C10265,2022-08-01 17:04:00,28.57dhs,GBP,bank_transfer,PENDING,N
T201872,C10299,18-Sep-2022,476.13,AED,,Paid,full
T201873,C10001,2024-00-12,93.42,د.إ,card,PENDING,
T201874,C10305,2024-02-08,66.00 AED,USD,,paid,N
T201875,C10296,2022/10/08,231.95 AED,PKR,Card,pending,full
T201876,,not a date,77.41,د.إ,paypal,paid,1
T201877,C10069,27/08/2022,126.65,,Apple Pay,refunded,full
T201878,C10029,2023-05-12,AED 277.60,GBP,cash,failed,refund
T201879,C10053,,290.20 AED,usd,Apple Pay,,Y
T201880,C10403,2023-02-08,146.79,PKR,Apple Pay,failed,FALSE
T201881,C10017,,,US$,,chargeback,full
T201882,C10369,2022/08/30,153.16dhs,aed,PayPal,chargeback,FALSE
T201883,,2024-04-03,,,Cash,chargeback,no
T201884,C10319,2024-06-02 15:23:00,,AED,,PENDING,FALSE
T201885,C10037,16-Dec-2022,133.57dhs,GBP,cash,failed,partial
T201886,C10315,,233.58 AED,PKR,cash,refunded,
T201887,C10405,21/01/2024,204.27,EUR,Apple Pay,REFUNDED,yes
T201888,C10136,2023-03-20,77.41,US$,apple_pay,pending,Y
T201889,C10125,2022/07/29,,aed,cash,chargeback,TRUE
T201890,C10154,2024-04-25,105.39,د.إ,Card,failed,TRUE
T201891,C10325,not a date,101.08dhs,GBP,Card,PAID,Y
T201892,C10150,12/20/2023,153.66,,paypal,FAILED,refund
T201893,C99999,not a date,292.55 AED,,Card,failed,refund
T201894,C10308,21/06/2024,,EUR,,CHARGEBACK,FALSE
T201895,C10268,14/08/2023,,,Bank Transfer,REFUNDED,full
T201896,C10161,2023-10-03,357.81,PKR,Cash,CHARGEBACK,
T201897,C10176,2024-00-12,166.29,PKR,Apple Pay,Paid,FALSE
T201898,C10309,not a date,free,AED,paypal,paid,full
T201899,C10091,2022-02-21 11:13:00,,AED,card,Paid,FALSE
T201900,C10163,,203.79,,apple_pay,refunded,0
T201901,,,274.27,EUR,,pending,1
T201902,C10353,2023-12-27 20:36:00,360.31dhs,PKR,cash,refunded,Y
T201903,C10261,,$13.60,AED,card,REFUNDED,partial
T201904,C10054,,AED 281.24,USD,Cash,chargeback,
T201905,C10372,2024-00-12,299.01 AED,,Cash,CHARGEBACK,Y
T201906,C10069,2024-06-06,462.97,aed,paypal,CHARGEBACK,1
T201907,C10417,2024-00-12,$193.16,PKR,,PENDING,
T201908,C10170,01/09/2024,166.94,US$,PayPal,refunded,
T201909,C10049,,,AED,,Paid,
T201910,C10080,18/01/2023,77.54dhs,US$,Card,REFUNDED,no
T201911,C10218,2024-00-12,38.51 AED,,Card,FAILED,0
T201912,C10301,13-Jan-2023,49.83dhs,GBP,Cash,,full
T201913,C10133,2024-08-31 21:29:00,63.17,usd,PayPal,failed,1
T201914,C10130,,free,,cash,PENDING,refund
T201915,C10115,20/03/2023,,GBP,PayPal,CHARGEBACK,
T201916,C10242,05-Apr-2023,217.61,د.إ,Cash,failed,full
T201917,C10219,2022/05/10,262.7dhs,GBP,Bank Transfer,chargeback,1
T201918,C10319,,$159.96,US$,Apple Pay,PAID,0
T201919,C10253,,298.25,USD,Bank Transfer,refunded,full
T201920,C10192,2024-00-12,299.47,GBP,card,failed,Y
T201921,C10141,,0.00 AED,GBP,cash,,0
T201922,C10401,21/04/2023,138.96,EUR,apple_pay,PENDING,full
T201923,C10183,2022-04-27,21.87,USD,PayPal,paid,FALSE
T201924,C10240,,54.34dhs,US$,Bank Transfer,refunded,no
T201925,C10317,not a date,AED 193.93,,card,refunded,TRUE
T201926,C10133,2024-06-16,156.85,,Bank Transfer,,partial
T201927,C10284,not a date,AED 347.56,AED,card,pending,
T201928,C10025,06/23/2022,417.67,EUR,Card,failed,full
T201929,C10411,2024-00-12,$222.49,AED,Bank Transfer,FAILED,FALSE
T201930,C10301,2024-00-12,149.17,USD,Bank Transfer,PENDING,N
T201931,C10065,26/09/2023,,,Cash,Paid,yes
T201932,C10317,not a date,free,AED,PayPal,FAILED,
T201933,C10004,,,usd,Cash,PENDING,0
T201934,C10393,,$84.37,aed,paypal,FAILED,yes
T201935,C10123,24/04/2022,,aed,paypal,FAILED,partial
T201936,C10369,not a date,143.31,US$,Bank Transfer,pending,yes
T201937,C10391,17-May-2023,299.60 AED,US$,apple_pay,PENDING,-
T201938,C10063,2022-04-29,,USD,bank_transfer,,-
T201939,C10051,,381.26,PKR,apple_pay,chargeback,no
T201940,C10350,2022-03-07 04:24:00,173.47dhs,GBP,,chargeback,
T201941,C10399,,,EUR,apple_pay,PAID,
T201942,C10382,07-Sep-2023,,,apple_pay,paid,partial
T201943,C10218,,356.74,,,refunded,
T201944,C10045,not a date,3.09,GBP,card,FAILED,FALSE
T201945,C10085,not a date,$0.00,,paypal,Paid,
T201946,C10377,04/19/2023,130.98 AED,GBP,paypal,paid,refund
T201947,C10395,04-Jan-2023,55.11 AED,,paypal,PAID,no
T201948,C10150,02/14/2023,free,GBP,Card,REFUNDED,TRUE
T201949,C10169,13-Jul-2024,406.03,usd,bank_transfer,pending,
T201950,C10316,2024-00-12,-156.59 AED,US$,Bank Transfer,refunded,FALSE
T201951,C10244,,211.25dhs,aed,bank_transfer,failed,FALSE
T201952,C10363,26/10/2022,,usd,PayPal,failed,-
T201953,C10392,12/15/2022,85.99 AED,GBP,apple_pay,pending,refund
T201954,C10149,2024-00-12,,AED,PayPal,PAID,N
T201955,C10055,16/08/2022,0,usd,bank_transfer,refunded,0
T201956,C10274,03/08/2022,0,AED,,Paid,yes
T201957,C10009,2024-05-14,2.41,AED,,PAID,full
T201958,C10332,2022/11/05,free,EUR,PayPal,failed,
T201959,C10269,2023-03-21,162.45dhs,PKR,,,no
T201960,C10247,2024/01/13,-67.11,,paypal,paid,no
T201961,C10073,2022-09-14,283.16,,bank_transfer,Paid,yes
T201962,C10046,11-Jul-2022,free,USD,Bank Transfer,FAILED,Y
T201963,C10019,,0.59 AED,USD,Card,pending,TRUE
T201964,C10079,not a date,free,aed,card,,no
T201965,C99999,,,EUR,,refunded,
T201966,C10184,2024/08/30,288.77 AED,usd,PayPal,pending,full
T201967,C10386,,,,PayPal,pending,
T201968,C10233,,,د.إ,,failed,FALSE
T201969,C10331,04/15/2024,106.36,PKR,,PENDING,0
T201970,C10318,2022-07-07 20:09:00,,usd,apple_pay,failed,refund
T201971,C10345,,296.81 AED,USD,cash,paid,N
T201972,C10276,2023-11-14,$0.00,aed,card,PENDING,1
T201973,C10273,08/01/2023,$195.14,AED,Bank Transfer,paid,full
T201974,C10170,12/03/2024,free,GBP,Bank Transfer,PAID,1
T201975,C10007,2024-03-01,237.5,EUR,card,Paid,partial
T201976,C10150,2024-00-12,$8426.94,USD,Cash,,N
T201977,C10O01,,AED 109.45,EUR,paypal,PENDING,full
T201978,C10176,,,USD,bank_transfer,refunded,N
T201979,C10230,2022/04/15,,usd,Bank Transfer,FAILED,1
T201980,C10315,not a date,$105.62,aed,card,FAILED,
T201981,C10151,,299.58,,apple_pay,refunded,-
T201982,C10038,01/10/2023,$292.04,US$,PayPal,refunded,yes
T201983,C10270,09/17/2024,331.49 AED,usd,bank_transfer,PAID,partial
T201984,C10223,2023/10/17,free,EUR,paypal,,
T201985,C10315,14-Dec-2022,446.48dhs,د.إ,bank_transfer,CHARGEBACK,N
T201986,C10317,2024-00-12,free,EUR,bank_transfer,,refund
T201987,C10065,2023/02/05,174.82,usd,PayPal,refunded,0
T201988,C10135,2023-10-07 20:54:00,AED 145.56,usd,Bank Transfer,failed,1
T201989,C10361,2022-09-12 13:49:00,AED 279.41,PKR,Apple Pay,Paid,
T201990,C10274,2024-02-03 03:57:00,,,Card,refunded,1
T201991,C10330,not a date,240.33,aed,Bank Transfer,CHARGEBACK,-
T201992,C10258,2023/01/19,298.63,aed,paypal,failed,yes
T201993,C10047,09/28/2022,,aed,bank_transfer,refunded,
T201994,C10294,2023-02-25,free,,Apple Pay,chargeback,yes
T201995,C10412,28-Jul-2023,,,card,FAILED,no
T201996,C10163,2024-00-12,,usd,Apple Pay,REFUNDED,no
T201997,C10014,2022-08-18 02:24:00,,GBP,Bank Transfer,Paid,refund
T201998,C10223,17-Apr-2023,free,AED,Card,failed,FALSE
T201999,C10307,,,,bank_transfer,refunded,refund
T202000,C10178,2022/02/20,AED 329.71,USD,paypal,PENDING,1
T202001,C10384,2022/03/21,428.73,EUR,paypal,refunded,0
T202002,C10363,2023-04-19 00:07:00,$218.30,aed,cash,failed,TRUE
T202003,C10246,2023-11-04,146.58,aed,,CHARGEBACK,FALSE
T202004,C10321,2022/11/03,$268.43,usd,apple_pay,refunded,0
T202005,C10019,2024-05-25,$274.25,usd,paypal,,full
T202006,,not a date,,د.إ,Card,PENDING,0
T202007,C10316,,$260.21,USD,Apple Pay,REFUNDED,full
T202008,C10375,02/26/2024,68.49,US$,Bank Transfer,failed,TRUE
T202009,C10114,03/18/2022,0.00,EUR,apple_pay,CHARGEBACK,0
T202010,C10330,2023/12/08,,GBP,card,REFUNDED,FALSE
T202011,C10064,not a date,0.00,usd,card,,0
T202012,C10368,,328.48,AED,bank_transfer,failed,N
T202013,C99999,21/10/2022,AED 394.38,GBP,,paid,TRUE
T202014,C10098,2023-05-16,246.84,د.إ,,chargeback,FALSE
T202015,C10184,03/12/2023,free,US$,paypal,paid,1
T202016,C10060,04/09/2023,320.63,US$,Apple Pay,Paid,partial
T202017,C10221,07-May-2024,,PKR,paypal,PAID,1
T202018,C10115,2024-04-12,264.85 AED,,PayPal,paid,partial
T202019,,,,US$,card,FAILED,Y
T202020,C10352,05/01/2023,384.49,EUR,paypal,failed,TRUE
T202021,C10192,22-Jul-2023,262.76 AED,usd,paypal,PAID,
T202022,C10329,2023-04-23,free,USD,PayPal,paid,
T202023,C10160,2023/06/05,207.51dhs,aed,Bank Transfer,failed,N
T202024,C10313,,AED 330.38,,Bank Transfer,refunded,yes
T202025,C10206,,165.3dhs,US$,Card,failed,partial
T202026,C10069,not a date,AED 211.83,,cash,PAID,FALSE
T202027,C10370,10-Feb-2024,,aed,apple_pay,CHARGEBACK,N
T202028,C10274,2023-07-31 12:16:00,AED 259.45,US$,bank_transfer,FAILED,Y
T202029,C10350,,AED 279.58,AED,Bank Transfer,paid,-
T202030,C10048,22-Oct-2022,337.13 AED,,Apple Pay,paid,-
T202031,C10369,,246.0dhs,د.إ,Apple Pay,CHARGEBACK,no
T202032,C10299,01/09/2022,129.86,US$,Apple Pay,PAID,
T202033,C10089,18/10/2022,476.68 AED,,Apple Pay,paid,1
T202034,C10172,2022-05-08 16:28:00,179.42dhs,,cash,PENDING,TRUE
T202035,C10113,08/21/2024,AED 228.68,PKR,Card,pending,-
T202036,C10225,not a date,free,PKR,Card,failed,-
T202037,C10039,not a date,,usd,PayPal,chargeback,N
T202038,C10408,,90.48dhs,US$,paypal,refunded,
T202039,C10367,,,,cash,CHARGEBACK,FALSE
T202040,,08/22/2024,247.72 AED,د.إ,Card,failed,partial
T202041,C10276,,187.44 AED,usd,Card,PAID,no
T202042,C10065,,279.5,US$,bank_transfer,PAID,full
T202043,C10250,07/17/2023,303.13,AED,,failed,FALSE
T202044,C10058,09/12/2022,302.81,,Bank Transfer,CHARGEBACK,1
T202045,C10103,03/04/2022,184.86 AED,,PayPal,Paid,-
T202046,C10067,,$194.41,USD,apple_pay,failed,TRUE
T202047,C10385,2024-00-12,AED 158.75,USD,Bank Transfer,REFUNDED,no
T202048,C10407,2023-10-27,79.7,GBP,Cash,Paid,-
T202049,,10-Feb-2024,355.78,US$,card,REFUNDED,FALSE
T202050,C10013,2023-12-10 17:30:00,free,,cash,PENDING,TRUE
T202051,C10153,2024-01-28,176.07,AED,apple_pay,REFUNDED,full
T202052,C10117,2023/10/15,211.93,aed,apple_pay,refunded,refund
T202053,C10330,,0,USD,PayPal,PENDING,partial
T202054,C10022,not a date,free,EUR,Apple Pay,pending,Y
T202055,C10307,2022-03-19,,AED,Card,paid,0
T202056,C10276,,AED 211.74,AED,Card,pending,refund
T202057,C99999,01/11/2022,$145.14,US$,PayPal,pending,N
T202058,C10343,2023-03-26,0.78,PKR,bank_transfer,pending,0
T202059,C10185,not a date,,GBP,bank_transfer,CHARGEBACK,1
T202060,C10255,,,USD,Bank Transfer,paid,0
T202061,C10131,04/22/2024,304.63,,apple_pay,REFUNDED,partial
T202062,C10309,not a date,241.96,PKR,Bank Transfer,PENDING,1
T202063,,,,EUR,card,Paid,FALSE
T202064,C10342,not a date,free,aed,Apple Pay,Paid,refund
T202065,C10263,2024-08-07 06:20:00,280.58,,card,,yes
T202066,C10254,2023-01-08 01:53:00,$277.01,USD,paypal,refunded,-
T202067,C10020,20-Jan-2023,AED 243.36,USD,Bank Transfer,CHARGEBACK,1
T202068,C10039,2022/05/18,100.51 AED,USD,cash,paid,full
T202069,C10163,,,GBP,Bank Transfer,failed,refund
T202070,C10254,2023/12/10,3732.16,PKR,bank_transfer,pending,no
T202071,C10348,2024/07/05,530.92,usd,bank_transfer,chargeback,TRUE
T202072,C10227,2024-00-12,,AED,bank_transfer,,Y
T202073,C10173,not a date,free,US$,PayPal,failed,0
T202074,C10093,not a date,0,PKR,Card,pending,full
T202075,C10374,2024/05/16,49.43dhs,,Cash,FAILED,partial
T202076,C10387,08/14/2022,497.16,GBP,Card,failed,TRUE
T202077,C10334,2023-03-25 10:49:00,64.33,GBP,Apple Pay,FAILED,TRUE
T202078,C10364,2023/06/25,,USD,Bank Transfer,pending,partial
T202079,C10130,2024-00-12,free,,cash,CHARGEBACK,TRUE
T202080,C10211,30-May-2022,$59.05,EUR,Card,refunded,refund
T202081,C10317,,,PKR,,failed,full
T202082,C10110,2024-00-12,276.15,PKR,card,,N
T202083,C10378,2024-00-12,free,,,refunded,full
T202084,C10171,04/10/2023,145.94,,bank_transfer,FAILED,partial
T202085,C10309,27-Apr-2024,266.25dhs,,apple_pay,paid,-
T202086,C10319,not a date,199.91,د.إ,cash,,N
T202087,C10292,2024-03-11 13:05:00,329.78,usd,apple_pay,refunded,N
T202088,C10064,10/07/2024,$190.03,usd,cash,,Y
T202089,C10267,not a date,free,aed,paypal,PAID,refund
T202090,C10002,20/02/2023,194.48 AED,,PayPal,pending,TRUE
T202091,C10269,11/09/2023,,,paypal,Paid,refund
T202092,C10322,,295.2,AED,bank_transfer,refunded,-
T202093,C10331,07/08/2022,,,apple_pay,chargeback,no
T202094,C10396,2024-00-12,314.15,PKR,Card,chargeback,
T202095,C10356,,104.39,USD,Apple Pay,paid,Y
T202096,C10326,25-Nov-2023,$0.00,,Card,PENDING,yes
T202097,C10281,2022-01-22 17:59:00,free,aed,Bank Transfer,PENDING,refund
T202098,C10109,,288.82,,,paid,no
T202099,C10138,2022-07-03 05:38:00,free,د.إ,Bank Transfer,FAILED,N
T202100,C10375,05/12/2023,,د.إ,,chargeback,no
T202101,C10382,,149.77,د.إ,Cash,paid,refund
T202102,C10155,2022/05/19,165.81 AED,د.إ,apple_pay,REFUNDED,-
T202103,C10076,2022-12-27 04:56:00,free,usd,Apple Pay,Paid,no
T202104,C10220,not a date,111.36,,cash,PENDING,refund
T202105,C10240,05/03/2023,99.65,EUR,Card,FAILED,1
T202106,C10047,2024-03-16 04:55:00,137.44,,bank_transfer,failed,1
T202107,C10324,,294.49 AED,EUR,Apple Pay,PAID,1
T202108,C10O01,2024/04/21,261.44,aed,apple_pay,CHARGEBACK,no
